kimble_id,won,initial_month,finalized_month,time_to_rev,final_measured_p1,months_to_rev,p1_revenue_kimble_latest,p3_forecast_revenue_mean,p3_forecast_revenue_std,p3_forecast_revenue_last,p3_forecast_revenue_min,p3_forecast_revenue_max,p1_revenue_mean,p1_revenue_std,p1_revenue_last,p1_revenue_min,p1_revenue_max,level_mean,level_std,level_last,level_min,level_max,p2_resource_mean,p2_resource_std,p2_resource_last,p2_resource_min,p2_resource_max,p3_resource_mean,p3_resource_std,p3_resource_last,p3_resource_min,p3_resource_max,p2_forecast_revenue_mean,p2_forecast_revenue_std,p2_forecast_revenue_last,p2_forecast_revenue_min,p2_forecast_revenue_max,p3_cost_mean,p3_cost_std,p3_cost_last,p3_cost_min,p3_cost_max,p2_cost_mean,p2_cost_std,p2_cost_last,p2_cost_min,p2_cost_max,cost_rate_mean,cost_rate_std,cost_rate_last,cost_rate_min,cost_rate_max,adjustments_mean,adjustments_std,adjustments_last,adjustments_min,adjustments_max,sales_rate_mean,sales_rate_std,sales_rate_last,sales_rate_min,sales_rate_max,billable_days_mean,billable_days_std,billable_days_last,billable_days_min,billable_days_max,month_end,level_unique,level_nunique,resource_name_unique,resource_name_nunique,resource_bu_unique,resource_bu_nunique,resource_location_unique,resource_location_nunique,delivery_probability_unique,delivery_probability_nunique,p3_forecast_revenue_unique,p3_forecast_revenue_nunique,delivery_probability_mean,delivery_probability_std,delivery_probability_last,delivery_probability_min,delivery_probability_max,month_end_title_nunique,time_period_nunique,month_end_delta,time_period_delta,month_end_title_min_year,month_end_title_min_month,month_end_title_max_year,month_end_title_max_month,month_end_title_last_year,month_end_title_last_month,time_period_min_year,time_period_min_month,time_period_max_year,time_period_max_month,time_period_last_year,time_period_last_month,sales_opp_owner,delivery_manager,product,account,client_unit,split,initial_me_m,initial_me_y
KE013532-001,False,2019-01-01,,,0.0,,0.0,43678.25,26473.01722745256,62397.5,24959.0,62397.5,0.0,0.0,0.0,0.0,0.0,108.0,0.0,108.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,660.0,660.0,660.0,0.0,0.0,0.0,0.0,0.0,141279.55,0.01414213559574281,141279.54,141279.54,141279.55999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9076.08,0.0,9076.08,9076.08,9076.08,434.79999999999995,3.9597979746447023,431.99999999999994,431.99999999999994,437.6,2019-02-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5']",4,['PSU PL'],1,[nan],0,[0.1  0.25],2,"[2070.   1890.    990.   1350.   1710.    805.    735.    385.    525.
  665.   1308.7  1194.9   625.9   853.5  1081.1  1035.    945.    495.
  675.    855.   2587.5  2362.5  2250.   2137.5  3271.75 2987.25 2845.
 2702.75 2012.5  1837.5  1750.   1662.5  5175.   4725.   4500.   4275.  ]",36,0.175,0.10606601717798214,0.25,0.1,0.25,2,7,31,184,2019,1,2019,2,2019,2,2019,3,2019,9,2019,6,10,1,5,29,6,train,1,2019
KE013532-001,False,2019-01-01,,,0.0,,0.0,53126.333333333336,24863.81218927084,72022.5,24959.0,72022.5,0.0,0.0,0.0,0.0,0.0,116.0,13.856406460551018,132.0,108.0,132.0,0.0,0.0,0.0,0.0,0.0,696.6666666666666,63.50852961085885,770.0,660.0,770.0,0.0,0.0,0.0,0.0,0.0,148762.74333333332,12961.27105619791,163729.13,141279.54,163729.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9792.119999999999,1240.2176602516172,11224.199999999997,9076.08,11224.199999999997,471.5333333333333,63.685581832415856,545.0,431.99999999999994,545.0,2019-03-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5'
 '#PSU Poland | Bcons | L4']",5,['PSU PL'],1,[nan],0,[0.1  0.25],2,"[2070.   1890.    990.   1350.   1710.    805.    735.    385.    525.
  665.   1308.7  1194.9   625.9   853.5  1081.1  1035.    945.    495.
  675.    855.   2587.5  2362.5  2250.   2137.5  3271.75 2987.25 2845.
 2702.75 2012.5  1837.5  1750.   1662.5  5175.   4725.   4500.   4275.
  337.5   426.75  262.5 ]",39,0.19999999999999998,0.08660254037844388,0.25,0.1,0.25,3,9,59,245,2019,1,2019,3,2019,3,2019,3,2019,11,2019,6,10,1,5,29,6,train,1,2019
KE013455-001,False,2019-01-01,,,0.0,,0.0,187192.5,,187192.5,187192.5,187192.5,0.0,,0.0,0.0,0.0,162.0,,162.0,162.0,162.0,0.0,,0.0,0.0,0.0,1980.0,,1980.0,1980.0,1980.0,0.0,,0.0,0.0,0.0,423838.6699999998,,423838.6699999998,423838.6699999998,423838.6699999998,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,13614.12,,13614.12,13614.12,13614.12,658.0,,658.0,658.0,658.0,2019-01-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5']",4,['PSU PL'],1,[nan],0,[0.25],1,"[15525.    9450.    5850.    5175.     675.   10575.    4725.   12825.
  6037.5   3675.    2275.    2012.5    262.5   4112.5   1837.5   4987.5
  9815.25  5974.5   3698.5   3271.75   426.75  6685.75  2987.25  8108.25
  7762.5   2925.    2587.5    337.5   5287.5   2362.5   6412.5 ]",31,0.25,,0.25,0.25,0.25,1,9,0,245,2019,1,2019,1,2019,1,2019,3,2019,11,2019,6,10,1,5,29,6,train,1,2019
KE013455-001,False,2019-01-01,,,0.0,,0.0,374385.0,264730.17227452557,561577.5,187192.5,561577.5,0.0,0.0,0.0,0.0,0.0,162.0,0.0,162.0,162.0,162.0,990.0,1400.071426749364,1980.0,0.0,1980.0,1980.0,0.0,1980.0,1980.0,1980.0,280788.75,397095.2584117884,561577.5,0.0,561577.5,423838.6699999999,1.6463612699567982e-10,423838.67000000004,423838.6699999998,423838.67000000004,211919.33500000002,299699.19768608734,423838.67000000004,0.0,423838.67000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13614.12,0.0,13614.12,13614.12,13614.12,1053.8,559.7457279872709,1449.6,658.0,1449.6,2019-02-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5']",4,['PSU PL'],1,[nan],0,[0.25 0.75],2,"[15525.    9450.    5850.    5175.     675.   10575.    4725.   12825.
  6037.5   3675.    2275.    2012.5    262.5   4112.5   1837.5   4987.5
  9815.25  5974.5   3698.5   3271.75   426.75  6685.75  2987.25  8108.25
  7762.5   2925.    2587.5    337.5   5287.5   2362.5   6412.5  23287.5
 12150.   17550.   11475.    5400.   21262.5   1012.5  29445.75 15363.
 22191.   14509.5   6828.   26885.25  1280.25 16216.5  18112.5  13650.
  8925.    4200.   16537.5    787.5   9975.   46575.   24300.   35100.
 22950.   10800.   42525.    2025.   25650.  ]",61,0.5,0.3535533905932738,0.75,0.25,0.75,2,10,31,275,2019,1,2019,2,2019,2,2019,3,2019,12,2019,6,10,1,5,29,6,train,1,2019
KE013455-001,False,2019-01-01,,,0.0,,0.0,373862.5,187194.68762494304,372817.5,187192.5,561577.5,0.0,0.0,0.0,0.0,0.0,168.0,10.392304845413264,180.0,162.0,180.0,1100.0,1008.1666528902848,1320.0,0.0,1980.0,1760.0,381.051177665153,1320.0,1320.0,1980.0,311465.0,285771.62047472456,372817.5,0.0,561577.5,375325.03333333327,84028.08356660302,278297.76000000007,278297.76000000007,423838.67000000004,234045.4766666667,215356.68780421573,278297.76000000007,0.0,423838.67000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14348.199999999999,1271.46385682016,15816.359999999999,13614.12,15816.359999999999,959.6666666666666,428.06645901464094,771.4000000000001,658.0,1449.6,2019-03-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5'
 '#PSU Poland | PDev | L4' '#PSU Poland | Test | L3'
 '#PSU Poland | Arch | L6' '#PSU Poland | Bcons | L5'
 '#PSU Poland | PDev | L5']",9,['PSU PL'],1,[nan],0,[0.25 0.75],2,"[15525.    9450.    5850.    5175.     675.   10575.    4725.   12825.
  6037.5   3675.    2275.    2012.5    262.5   4112.5   1837.5   4987.5
  9815.25  5974.5   3698.5   3271.75   426.75  6685.75  2987.25  8108.25
  7762.5   2925.    2587.5    337.5   5287.5   2362.5   6412.5  23287.5
 12150.   17550.   11475.    5400.   21262.5   1012.5  29445.75 15363.
 22191.   14509.5   6828.   26885.25  1280.25 16216.5  18112.5  13650.
  8925.    4200.   16537.5    787.5   9975.   46575.   24300.   35100.
 22950.   10800.   42525.    2025.   25650.   15750.   14962.5   4500.
  1350.    4275.    5250.    5512.5   1575.   13500.   14175.    4050.
  8535.    8961.75  2560.5   6750.    7087.5 ]",77,0.5833333333333334,0.28867513459481287,0.75,0.25,0.75,3,10,59,275,2019,1,2019,3,2019,3,2019,3,2019,12,2019,6,10,1,5,29,6,train,1,2019
KE013455-001,False,2019-01-01,,,0.0,,0.0,358025.25,156091.34505234426,310513.5,187192.5,561577.5,0.0,0.0,0.0,0.0,0.0,177.0,19.8997487421324,204.0,162.0,204.0,1078.0,824.3397357885885,1012.0,0.0,1980.0,1573.0,486.4935765249116,1012.0,1012.0,1980.0,311227.125,233332.0360571229,310513.5,0.0,561577.5,338054.1425,101309.54100819762,226241.47000000012,226241.47000000012,423838.67000000004,232094.47500000006,175881.28842493444,226241.47000000012,0.0,423838.67000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15918.32,3307.3938607913005,20628.679999999997,13614.12,20628.679999999997,948.525,350.2244173383688,915.1,658.0,1449.6,2019-04-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5'
 '#PSU Poland | PDev | L4' '#PSU Poland | Test | L3'
 '#PSU Poland | Arch | L6' '#PSU Poland | Bcons | L5'
 '#PSU Poland | PDev | L5' 'Barry Bok' '#PSU Poland | Test | L5']",11,['PSU PL' 'PSU UK'],2,[nan 'London'],1,[0.25 0.75],2,"[15525.    9450.    5850.    5175.     675.   10575.    4725.   12825.
  6037.5   3675.    2275.    2012.5    262.5   4112.5   1837.5   4987.5
  9815.25  5974.5   3698.5   3271.75   426.75  6685.75  2987.25  8108.25
  7762.5   2925.    2587.5    337.5   5287.5   2362.5   6412.5  23287.5
 12150.   17550.   11475.    5400.   21262.5   1012.5  29445.75 15363.
 22191.   14509.5   6828.   26885.25  1280.25 16216.5  18112.5  13650.
  8925.    4200.   16537.5    787.5   9975.   46575.   24300.   35100.
 22950.   10800.   42525.    2025.   25650.   15750.   14962.5   4500.
  1350.    4275.    5250.    5512.5   1575.   13500.   14175.    4050.
  8535.    8961.75  2560.5   6750.    7087.5  11025.   10500.   12075.
  3150.   10350.    8550.  ]",83,0.625,0.25,0.75,0.25,0.75,4,10,90,275,2019,1,2019,4,2019,4,2019,3,2019,12,2019,6,10,1,5,29,6,train,1,2019
KE013455-001,False,2019-01-01,,,0.0,,0.0,314122.0,167065.42970644764,138509.0,138509.0,561577.5,0.0,0.0,0.0,0.0,0.0,158.0,45.8475735453906,82.0,82.0,204.0,862.4,861.4341530262194,0.0,0.0,1980.0,1387.4,591.3914101506717,645.0,645.0,1980.0,248981.7,245367.772853476,0.0,0.0,561577.5,299056.716,123700.09576626556,143067.00999999998,143067.00999999998,423838.67000000004,185675.58000000005,184321.02370217122,0.0,0.0,423838.67000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14721.791999999998,3919.507224986323,9935.68,9935.68,20628.679999999997,1000.3129799999999,324.65802198221127,1207.4649,658.0,1449.6,2019-05-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5'
 '#PSU Poland | PDev | L4' '#PSU Poland | Test | L3'
 '#PSU Poland | Arch | L6' '#PSU Poland | Bcons | L5'
 '#PSU Poland | PDev | L5' 'Barry Bok' '#PSU Poland | Test | L5'
 'Przemysław Juszkiewicz']",12,['PSU PL' 'PSU UK'],2,[nan 'London' 'Lodz'],2,[0.25 0.75 0.5 ],3,"[15525.    9450.    5850.    5175.     675.   10575.    4725.   12825.
  6037.5   3675.    2275.    2012.5    262.5   4112.5   1837.5   4987.5
  9815.25  5974.5   3698.5   3271.75   426.75  6685.75  2987.25  8108.25
  7762.5   2925.    2587.5    337.5   5287.5   2362.5   6412.5  23287.5
 12150.   17550.   11475.    5400.   21262.5   1012.5  29445.75 15363.
 22191.   14509.5   6828.   26885.25  1280.25 16216.5  18112.5  13650.
  8925.    4200.   16537.5    787.5   9975.   46575.   24300.   35100.
 22950.   10800.   42525.    2025.   25650.   15750.   14962.5   4500.
  1350.    4275.    5250.    5512.5   1575.   13500.   14175.    4050.
  8535.    8961.75  2560.5   6750.    7087.5  11025.   10500.   12075.
  3150.   10350.    8550.    1138.    5121.    8400.    9200.    7600.
  8000.    7000.    8050.    7350.    6650.    6300.    6900.    5700.
  6000.  ]",97,0.6,0.22360679774997896,0.5,0.25,0.75,5,10,120,275,2019,1,2019,5,2019,5,2019,3,2019,12,2019,12,10,1,5,29,6,train,1,2019
KE013454-001,False,2019-01-01,,,0.0,,0.0,398209.5,,398209.5,398209.5,398209.5,0.0,,0.0,0.0,0.0,162.0,,162.0,162.0,162.0,0.0,,0.0,0.0,0.0,2106.0,,2106.0,2106.0,2106.0,0.0,,0.0,0.0,0.0,450810.17000000004,,450810.17000000004,450810.17000000004,450810.17000000004,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,13614.12,,13614.12,13614.12,13614.12,1449.6,,1449.6,1449.6,1449.6,2019-01-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5']",4,['PSU PL'],1,[nan],0,[0.5],1,"[20700.  18450.  18900.  17100.   9450.  16650.   8050.   7175.   7350.
  6650.   3675.   6475.  13087.  11664.5 11949.  10811.   5974.5 10526.5
 10350.   9225.   8550.   4725.   8325. ]",23,0.5,,0.5,0.5,0.5,1,9,0,244,2019,1,2019,1,2019,1,2019,4,2019,12,2019,6,10,1,5,29,6,train,1,2019
KE013454-001,False,2019-01-01,,,0.0,,0.0,276534.375,172074.61197844162,154859.25,154859.25,398209.5,0.0,0.0,0.0,0.0,0.0,144.0,25.45584412271571,126.0,126.0,162.0,0.0,0.0,0.0,0.0,0.0,1872.0,330.92597359530424,1638.0,1638.0,2106.0,0.0,0.0,0.0,0.0,0.0,400720.15,70837.9856235396,350630.13,350630.13,450810.17000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12101.44,2139.2525715305337,10588.76,10588.76,13614.12,1377.1999999999998,102.38906191581196,1304.8,1304.8,1449.6,2019-02-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5']",4,['PSU PL'],1,[nan],0,[0.5  0.25],2,"[20700.   18450.   18900.   17100.    9450.   16650.    8050.    7175.
  7350.    6650.    3675.    6475.   13087.   11664.5  11949.   10811.
  5974.5  10526.5  10350.    9225.    8550.    4725.    8325.    5175.
  4275.    4500.    2137.5   6543.5   5405.5   5690.    2702.75  4025.
  3325.    3500.    1662.5   9000.  ]",36,0.375,0.1767766952966369,0.25,0.25,0.5,2,9,31,244,2019,1,2019,2,2019,2,2019,4,2019,12,2019,6,10,1,5,29,6,train,1,2019
KE013454-001,False,2019-01-01,,,0.0,,0.0,235976.0,140498.33234486272,154859.25,154859.25,398209.5,0.0,0.0,0.0,0.0,0.0,138.0,20.784609690826528,126.0,126.0,162.0,0.0,0.0,0.0,0.0,0.0,1794.0,270.19992598074487,1638.0,1638.0,2106.0,0.0,0.0,0.0,0.0,0.0,384023.47666666674,57838.973061427496,350630.13,350630.13,450810.17000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11597.213333333333,1746.6924103955264,10588.76,10588.76,13614.12,1354.68,82.23874512661276,1309.64,1304.8,1449.6,2019-03-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5']",4,['PSU PL'],1,[nan],0,[0.5  0.25],2,"[20700.   18450.   18900.   17100.    9450.   16650.    8050.    7175.
  7350.    6650.    3675.    6475.   13087.   11664.5  11949.   10811.
  5974.5  10526.5  10350.    9225.    8550.    4725.    8325.    5175.
  4275.    4500.    2137.5   6543.5   5405.5   5690.    2702.75  4025.
  3325.    3500.    1662.5   9000.  ]",36,0.3333333333333333,0.14433756729740643,0.25,0.25,0.5,3,9,59,244,2019,1,2019,3,2019,3,2019,4,2019,12,2019,6,10,1,5,29,6,train,1,2019
KE013465-001,False,2019-01-01,,,0.0,,0.0,24959.0,,24959.0,24959.0,24959.0,0.0,,0.0,0.0,0.0,108.0,,108.0,108.0,108.0,0.0,,0.0,0.0,0.0,660.0,,660.0,660.0,660.0,0.0,,0.0,0.0,0.0,141279.55999999997,,141279.55999999997,141279.55999999997,141279.55999999997,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9076.08,,9076.08,9076.08,9076.08,437.6,,437.6,437.6,437.6,2019-01-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5']",4,['PSU PL'],1,[nan],0,[0.1],1,"[2070.  1890.   990.  1350.  1710.   805.   735.   385.   525.   665.
 1308.7 1194.9  625.9  853.5 1081.1 1035.   945.   495.   675.   855. ]",20,0.1,,0.1,0.1,0.1,1,6,0,153,2019,1,2019,1,2019,1,2019,3,2019,8,2019,6,10,1,5,29,6,train,1,2019
KE013465-001,False,2019-01-01,,,0.0,,0.0,93700.75,97215.51515126071,162442.5,24959.0,162442.5,0.0,0.0,0.0,0.0,0.0,108.0,0.0,108.0,108.0,108.0,275.0,388.90872965260115,550.0,0.0,550.0,605.0,77.78174593052023,550.0,550.0,660.0,81221.25,114864.19330289574,162442.5,0.0,162442.5,132125.93499999997,12945.180619877423,122972.30999999997,122972.30999999997,141279.55999999997,61486.154999999984,86954.55429917427,122972.30999999997,0.0,122972.30999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9263.64,265.2498957586989,9451.2,9076.08,9451.2,434.79999999999995,3.9597979746447023,431.99999999999994,431.99999999999994,437.6,2019-02-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5']",4,['PSU PL'],1,[nan],0,[0.1  0.75],2,"[ 2070.    1890.     990.    1350.    1710.     805.     735.     385.
   525.     665.    1308.7   1194.9    625.9    853.5   1081.1   1035.
   945.     495.     675.     855.    7762.5   7087.5   5062.5   3712.5
  6412.5   9815.25  8961.75  6401.25  4694.25  8108.25  6037.5   5512.5
  3937.5   2887.5   4987.5  10350.    9450.    6750.    4950.    8550.  ]",40,0.425,0.4596194077712559,0.75,0.1,0.75,2,7,31,184,2019,1,2019,2,2019,2,2019,3,2019,9,2019,6,10,1,5,29,6,train,1,2019
KE013465-001,False,2019-01-01,,,0.0,,0.0,116614.66666666667,79376.13573413191,162442.5,24959.0,162442.5,0.0,0.0,0.0,0.0,0.0,108.0,0.0,108.0,108.0,108.0,366.6666666666667,317.54264805429415,550.0,0.0,550.0,586.6666666666666,63.50852961085882,550.0,550.0,660.0,108295.0,93786.22110283579,162442.5,0.0,162442.5,129074.72333333331,10569.698602374308,122972.29999999996,122972.29999999996,141279.55999999997,81981.53666666664,70998.09339461892,122972.29999999996,0.0,122972.30999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9326.16,216.57563297841355,9451.2,9076.08,9451.2,435.2,2.8844410203712205,436.0,431.99999999999994,437.6,2019-03-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5']",4,['PSU PL'],1,[nan],0,[0.1  0.75],2,"[ 2070.    1890.     990.    1350.    1710.     805.     735.     385.
   525.     665.    1308.7   1194.9    625.9    853.5   1081.1   1035.
   945.     495.     675.     855.    7762.5   7087.5   5062.5   3712.5
  6412.5   9815.25  8961.75  6401.25  4694.25  8108.25  6037.5   5512.5
  3937.5   2887.5   4987.5  10350.    9450.    6750.    4950.    8550.
  1012.5   1280.25   787.5 ]",43,0.5333333333333333,0.3752776749732567,0.75,0.1,0.75,3,9,59,245,2019,1,2019,3,2019,3,2019,3,2019,11,2019,6,10,1,5,29,6,train,1,2019
KE013465-001,False,2019-01-01,,,0.0,,0.0,112232.525,65400.25442154258,99086.1,24959.0,162442.5,0.0,0.0,0.0,0.0,0.0,108.0,0.0,108.0,108.0,108.0,364.8,259.29936367064226,359.2,0.0,550.0,529.8,124.99663995484038,359.2,359.2,660.0,105992.775,76714.43457591604,99086.1,0.0,162442.5,115052.89249999999,29341.540155630737,72987.4,72987.4,141279.55999999997,79733.00249999997,58143.871566216585,72987.4,0.0,122972.30999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9370.34,197.68027923897782,9502.88,9076.08,9502.88,489.86249999999995,109.35036484468934,653.85,431.99999999999994,653.85,2019-04-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5'
 '#PSU Poland | AMS | L3' '#PSU Poland | PDev | L5']",6,['PSU PL'],1,[nan],0,[0.1  0.75],2,"[ 2070.    1890.     990.    1350.    1710.     805.     735.     385.
   525.     665.    1308.7   1194.9    625.9    853.5   1081.1   1035.
   945.     495.     675.     855.    7762.5   7087.5   5062.5   3712.5
  6412.5   9815.25  8961.75  6401.25  4694.25  8108.25  6037.5   5512.5
  3937.5   2887.5   4987.5  10350.    9450.    6750.    4950.    8550.
  1012.5   1280.25   787.5   5175.    4725.    4275.    1963.05  1792.35
  1621.65  1707.  ]",50,0.5875,0.32499999999999996,0.75,0.1,0.75,4,10,90,275,2019,1,2019,4,2019,4,2019,3,2019,12,2019,6,10,1,5,29,6,train,1,2019
KE013462-001,False,2019-01-01,,,0.0,,0.0,49918.00000000001,,49918.00000000001,49918.00000000001,49918.00000000001,0.0,,0.0,0.0,0.0,144.0,,144.0,144.0,144.0,0.0,,0.0,0.0,0.0,1320.0,,1320.0,1320.0,1320.0,0.0,,0.0,0.0,0.0,282559.10999999987,,282559.10999999987,282559.10999999987,282559.10999999987,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,12084.360000000002,,12084.360000000002,12084.360000000002,12084.360000000002,590.8000000000001,,590.8000000000001,590.8000000000001,590.8000000000001,2019-01-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5']",4,['PSU PL'],1,[nan],0,[0.1],1,"[4140.  3240.  1890.   990.  2880.  1350.  3420.  1610.  1260.   735.
  385.  1120.   525.  1330.  2617.4 2048.4 1194.9  625.9 1820.8  853.5
 2162.2 2070.  1845.   945.   270.  1440.   675.  1710. ]",28,0.1,,0.1,0.1,0.1,1,8,0,214,2019,1,2019,1,2019,1,2019,3,2019,10,2019,6,10,1,5,29,6,train,1,2019
KE013462-001,False,2019-01-01,,,0.0,,0.0,87356.5,52946.03445490512,124795.0,49918.00000000001,124795.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,144.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,1320.0,0.0,1320.0,1320.0,1320.0,0.0,0.0,0.0,0.0,0.0,282559.08499999996,0.03535533898935702,282559.06,282559.06,282559.10999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12092.900000000001,12.077383822664894,12101.44,12084.360000000002,12101.44,983.8,555.7859300126263,1376.8,590.8000000000001,1376.8,2019-02-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5']",4,['PSU PL'],1,[nan],0,[0.1  0.25],2,"[4140.   3240.   1890.    990.   2880.   1350.   3420.   1610.   1260.
  735.    385.   1120.    525.   1330.   2617.4  2048.4  1194.9   625.9
 1820.8   853.5  2162.2  2070.   1845.    945.    270.   1440.    675.
 1710.   4050.   2250.   4725.   3262.5  2137.5  1462.5  5121.   2845.
 5974.5  4125.25 2702.75 1849.25 3150.   1750.   3675.   2537.5  1662.5
 1137.5  8100.   4500.   9450.   6525.   4275.   2925.  ]",52,0.175,0.10606601717798214,0.25,0.1,0.25,2,10,31,275,2019,1,2019,2,2019,2,2019,3,2019,12,2019,6,10,1,5,29,6,train,1,2019
KE013462-001,False,2019-01-01,,,0.0,,0.0,106252.66666666667,49727.62437854168,144045.0,49918.00000000001,144045.0,0.0,0.0,0.0,0.0,0.0,152.0,13.856406460551018,168.0,144.0,168.0,0.0,0.0,0.0,0.0,0.0,1393.3333333333333,127.0170592217177,1540.0,1320.0,1540.0,0.0,0.0,0.0,0.0,0.0,297525.4633333333,25922.5276786434,327458.22,282559.06,327458.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12803.903333333334,1231.523508355941,14225.909999999996,12084.360000000002,14225.909999999996,1153.1466666666668,490.39155838302656,1491.8400000000001,590.8000000000001,1491.8400000000001,2019-03-01,[3. 4. 6. 5.],4,"['#PSU Poland | PDev | L3' '#PSU Poland | Test | L4'
 '#PSU Poland | PDev | L6' '#PSU Poland | Arch | L5'
 '#PSU Poland | Bcons | L4']",5,['PSU PL'],1,[nan],0,[0.1  0.25],2,"[4140.   3240.   1890.    990.   2880.   1350.   3420.   1610.   1260.
  735.    385.   1120.    525.   1330.   2617.4  2048.4  1194.9   625.9
 1820.8   853.5  2162.2  2070.   1845.    945.    270.   1440.    675.
 1710.   4050.   2250.   4725.   3262.5  2137.5  1462.5  5121.   2845.
 5974.5  4125.25 2702.75 1849.25 3150.   1750.   3675.   2537.5  1662.5
 1137.5  8100.   4500.   9450.   6525.   4275.   2925.   4025.   3500.
 1050.   3325.  ]",56,0.19999999999999998,0.08660254037844388,0.25,0.1,0.25,3,10,59,275,2019,1,2019,3,2019,3,2019,3,2019,12,2019,6,10,1,5,29,6,train,1,2019
